Screen title,Screen title (exact),Flyer title,Flyer title (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Terra Force,=,Terra Force,=,terraforce,Japan,,Nihon Bussan,,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v>h #arcadeboard:nichibutsu #set:1 #lang:en #unlicensed>bootleg #mamerom:terraf>terrafjb,fbdd2d1c9c6515800f3bae9654074368,752604fd052a4680d8b5af217a1a36228169fb29,d129c164a0c37c7d269198b405207685ab171ec4d7a96c0de47ea19e9423015a,659532d77e56fddea2ace74ed7bcc2e05b12cf8d0bef4d3af4ebefeebf2f2d6a4d0de77e85632f62c7aca251bc3d1cd75b8d5752ad78c4b55bc0c3891de39dfb
Terra Force,=,Terra Force,=,terraforce,Japan,,Nihon Bussan,,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v>h #arcadeboard:nichibutsu #set:2 #lang:en #unlicensed>bootleg #mamerom:terraf>terrafb,fbdd2d1c9c6515800f3bae9654074368,752604fd052a4680d8b5af217a1a36228169fb29,d129c164a0c37c7d269198b405207685ab171ec4d7a96c0de47ea19e9423015a,659532d77e56fddea2ace74ed7bcc2e05b12cf8d0bef4d3af4ebefeebf2f2d6a4d0de77e85632f62c7aca251bc3d1cd75b8d5752ad78c4b55bc0c3891de39dfb
Three D's: Three Dealers Casino House,=,Three D's: Three Dealers Casino House,Three D's: Three Dealers Casino House スリーディーラーズ,threedealerscasinohouse,Japan,1985,Nihon Bussan,Nichibutsu,#input:buttons>5 #players:1 #genre:board>cards #arcadeboard:nichibutsu #set:1 #lang:ja #mameparent #mamerom:threeds,e0df85a51335e159f8a6d144ef7da43e,94246a8307a29e79ddd3198b5d6ccf6e9feb2514,c40049f622d4b53b7b280e2365214745a74bccddbe9fbb122ea6b9264eebbc4d,03c8404cd2f3c9ae19d2ee987489c42d6411f6791e758aaa404bb9c061bcab54bd2f10e0b391085a03056392b66bd3c9cc8d9ded215aa2aeb862e903576aadb9
Three D's: Three Dealers Casino House,=,Three D's: Three Dealers Casino House,Three D's: Three Dealers Casino House スリーディーラーズ,threedealerscasinohouse,Japan,1985,Nihon Bussan,Nichibutsu,#input:buttons>5 #players:1 #genre:board>cards #arcadeboard:nichibutsu #set:2 #lang:ja #mamerom:threeds>threedsa,e0df85a51335e159f8a6d144ef7da43e,94246a8307a29e79ddd3198b5d6ccf6e9feb2514,c40049f622d4b53b7b280e2365214745a74bccddbe9fbb122ea6b9264eebbc4d,03c8404cd2f3c9ae19d2ee987489c42d6411f6791e758aaa404bb9c061bcab54bd2f10e0b391085a03056392b66bd3c9cc8d9ded215aa2aeb862e903576aadb9
Gal D's: Three Dealers Casino House,=,Gal D's: Three Dealers Casino House,=,threedealerscasinohouse,Japan,1985,Nihon Bussan,Nihon System,#input:buttons>5 #players:1 #genre:board>cards #arcadeboard:nichibutsu #lang:ja #unlicensed:bootleg #mamerom:threeds>galds,e0df85a51335e159f8a6d144ef7da43e,94246a8307a29e79ddd3198b5d6ccf6e9feb2514,c40049f622d4b53b7b280e2365214745a74bccddbe9fbb122ea6b9264eebbc4d,03c8404cd2f3c9ae19d2ee987489c42d6411f6791e758aaa404bb9c061bcab54bd2f10e0b391085a03056392b66bd3c9cc8d9ded215aa2aeb862e903576aadb9
Tōgenkyō,桃源郷,Tōgenkyō,桃源郷,tougenkyou,Japan,1989-04-18,Nihon Bussan,Nichibutsu,#input:joystick>4:buttons>2 #players:1 #genre:puzzle #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:togenkyo,63297ef120a83d2e3ce5990e4b7eb3dc,6dd5a6b2202f8bb09b6611e6aef4b8dc77ad82f6,bceeb3c3b5c4445e6b4b2a15880a1b07172f1bd9431797aa4f65cb82aced595b,a896580d665ddb6981d71df0bf0c22f3c31bd3ff9bfbbc5cabde328bca179efc2720f6206fe3c2ac0b9e9f274d2316186a489c7fca994a78932072a64c41c9bf
Tokyo Gal Zukan,Tokyo ギャル図鑑,Tokyo Gal Zukan,Tokyo ギャル図鑑,tokyogalzukan,Japan,1989-11,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:tokyogal,8edc10bbbd80dc72fdb82c2f7fc6db93,f56d2ea21b2a53aaa656e98511dcd4d01f74a133,4762a4bdfeddebeac864917e703eabaa806e700f2ae3d6ee12a727086c1ca7be,8f3e1641eaf6c17fb68bf941c0eeb8df1caf5144900d59530bd25eff2ae6550a9bd6b32d2a5e7e0647c652a59b4306291ca141febd95fb71342d7e51705d900f
Tokimeki Bishōjo,ときめき美少女,Tokimeki Bishōjo,ときめき美少女,tokimekibishoujo,Japan,1989-11,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:tokyogal>tokimbsj,8edc10bbbd80dc72fdb82c2f7fc6db93,f56d2ea21b2a53aaa656e98511dcd4d01f74a133,4762a4bdfeddebeac864917e703eabaa806e700f2ae3d6ee12a727086c1ca7be,8f3e1641eaf6c17fb68bf941c0eeb8df1caf5144900d59530bd25eff2ae6550a9bd6b32d2a5e7e0647c652a59b4306291ca141febd95fb71342d7e51705d900f
Tube Panic,=,Tube Panic,Tube Panic チューブパニック,tubepanic,World,1984-01,Fujitek,Nichibutsu,#input:joystick>8:buttons>1 #players:2:alt #genre:shooting>rail #arcadeboard:nichibutsu #lang:en #mameparent #mamerom:tubep,964c031dcadf53046985730f54e0e32d,1c9e0f8b3129f3ef7aeb9ec2ea2e794a03a732d6,63eca337b7f79b771cec5d9df65df866258d3f67109cf2ac69cc8d41c88ceb66,26d10292b0d8201d92c8ae08c8327a925286ddae9079e253b5dce1483758b5b3aedb174d1c952364a0a4a6d20a405e490d0cb47be8ef6ac9af9383bef4a524f7
Tube Panic,=,Tube Panic,=,tubepanic,World,1984,Fujitek,,#input:joystick>8:buttons>1 #players:2:alt #genre:shooting>rail #arcadeboard:nichibutsu #lang:en #unlicensed:bootleg #mamerom:tubep>tubepb,964c031dcadf53046985730f54e0e32d,1c9e0f8b3129f3ef7aeb9ec2ea2e794a03a732d6,63eca337b7f79b771cec5d9df65df866258d3f67109cf2ac69cc8d41c88ceb66,26d10292b0d8201d92c8ae08c8327a925286ddae9079e253b5dce1483758b5b3aedb174d1c952364a0a4a6d20a405e490d0cb47be8ef6ac9af9383bef4a524f7
UFO Robo Dangar,=,UFO Robo Dangar,UFO Robo Dangar ダンガー,uforobodangar,Japan,1986-09-26,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:1 #genre:shmup>v #arcadeboard:nichibutsu #lang:en #mamerom:dangar>dangarj,7bdeef02baa9c5dce50b793facfa2f4c,56dd6cc2e243c0be25e4a4709cc780072ad0ca11,e22bc3d2556d08641a6542f570b48e55725001d1151643bbcf57296450954b09,ce454ef23afd7f08e6ef2cd5fdc1bd6728edb8c4c8a86671ca043c38f82b970cb238a97666ee51dd9f1ef08362d22e9f5109314c371b3fd02544db2dd0c0266a
UFO Robo Dangar,=,UFO Robo Dangar,=,uforobodangar,World,1986-12-01,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:1 #genre:shmup>v #arcadeboard:nichibutsu #search:tate>ccw #lang:en #rev:1 #mamerom:dangar>dangara,7bdeef02baa9c5dce50b793facfa2f4c,56dd6cc2e243c0be25e4a4709cc780072ad0ca11,e22bc3d2556d08641a6542f570b48e55725001d1151643bbcf57296450954b09,ce454ef23afd7f08e6ef2cd5fdc1bd6728edb8c4c8a86671ca043c38f82b970cb238a97666ee51dd9f1ef08362d22e9f5109314c371b3fd02544db2dd0c0266a
UFO Robo Dangar,=,UFO Robo Dangar,=,uforobodangar,World,1987-09-04,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:1 #genre:shmup>v #arcadeboard:nichibutsu #lang:en #mameparent #rev:2 #mamerom:dangar,7bdeef02baa9c5dce50b793facfa2f4c,56dd6cc2e243c0be25e4a4709cc780072ad0ca11,e22bc3d2556d08641a6542f570b48e55725001d1151643bbcf57296450954b09,ce454ef23afd7f08e6ef2cd5fdc1bd6728edb8c4c8a86671ca043c38f82b970cb238a97666ee51dd9f1ef08362d22e9f5109314c371b3fd02544db2dd0c0266a
UFO Robo Dangar,=,UFO Robo Dangar,=,uforobodangar,World,1986,Nihon Bussan,,#input:joystick>8:buttons>2 #players:1 #genre:shmup>v #arcadeboard:nichibutsu #set:1 #lang:en #unlicensed:bootleg #mamerom:dangar>dangarb,7bdeef02baa9c5dce50b793facfa2f4c,56dd6cc2e243c0be25e4a4709cc780072ad0ca11,e22bc3d2556d08641a6542f570b48e55725001d1151643bbcf57296450954b09,ce454ef23afd7f08e6ef2cd5fdc1bd6728edb8c4c8a86671ca043c38f82b970cb238a97666ee51dd9f1ef08362d22e9f5109314c371b3fd02544db2dd0c0266a
UFO Robo Dangar,=,UFO Robo Dangar,=,uforobodangar,World,1986,Nihon Bussan,,#input:joystick>8:buttons>2 #players:1 #genre:shmup>v #arcadeboard:nichibutsu #set:2 #lang:en #mamerom:dangar>dangarbt,7bdeef02baa9c5dce50b793facfa2f4c,56dd6cc2e243c0be25e4a4709cc780072ad0ca11,e22bc3d2556d08641a6542f570b48e55725001d1151643bbcf57296450954b09,ce454ef23afd7f08e6ef2cd5fdc1bd6728edb8c4c8a86671ca043c38f82b970cb238a97666ee51dd9f1ef08362d22e9f5109314c371b3fd02544db2dd0c0266a
Ultra Maruhi Mahjong,ウルトラ㊙マージャン,Ultra Maruhi Mahjong,ウルトラ㊙マージャン,ultramaruhimahjong,Japan,1993,Apple Japan,Apple Japan,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:ultramhm,8865494cdee6319a6bee9d50553539b2,5e147f5c60892b32df37fa29eadd9e6d92c81fed,b2eede44ec9b1b82a667e2edf381ce2dd5baba43fc41da64429018fc5003b105,2fa18565701e487ab3aab9c90d776b9a04d09cb363d0b03b758caa6512ba866f010cae1e62d294c03850aeaa8597309a8fb637b9134cd203902c95681e41e545
Wiping,=,Wiping,=,wiping,World,1982-09,Jorudan,Nichibutsu,#input:joystick>4:buttons>1 #players:2:alt #genre:action #arcadeboard:nichibutsu #search:tate>cw #lang:en #mameparent #mamerom:wiping,8283f661662e3fece0556362d97a7dd6,72a623be15ab39eb2b7b29aed4b44b74764f13fe,eac69f71172adc17301b6a06645944cb39613f667e8df546d24fd192423bd429,7044082f1595bdafc8c387d28f77e1c9b6b29185bec07bbe0c9ac32f2d3bb0ab23d8b6723d3e89e486798f3faae779f55cf57e324032a205bc123fc2c247337b
Rug Rats,=,Rug Rats,=,wiping,World,1983-01,Jorudan,Nichibutsu,#input:joystick>4:buttons>1 #players:2:alt #genre:action #arcadeboard:nichibutsu #search:tate>cw #lang:en #mamerom:wiping>rugrats,8283f661662e3fece0556362d97a7dd6,72a623be15ab39eb2b7b29aed4b44b74764f13fe,eac69f71172adc17301b6a06645944cb39613f667e8df546d24fd192423bd429,7044082f1595bdafc8c387d28f77e1c9b6b29185bec07bbe0c9ac32f2d3bb0ab23d8b6723d3e89e486798f3faae779f55cf57e324032a205bc123fc2c247337b
Yanchana Koneko,やんちゃな子猫,AV-Mahjong: Yanchana Koneko,AV Mahjong やんちゃな子猫,avmahjongyanchanakoneko,Japan,1990-08-23,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:avmjyk,61639fe69b359fc0c5d80a37408ffd07,1f604a20baeaf7a9a0bb4764324022d13ff0382c,e9cfb5b62506a46fc1bde971ce54cbb21374430fb09b3c56a7db715f2ea5089c,ed741c3888c96bf07cf932e7e14526ecf436e5256567ec441ffb80a2e0c10d9f47f63351d71a9dd32c5413b72b6aa7178da7ce96ad0ab1488786db131e63df77
Yōma Ninpō Chō,妖魔忍法帖,Yōma Ninpō Chō,妖魔忍法帖,youmaninpouchou,,1986,Nihon Bussan,Game Electronic,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #set:1 #lang:en #unlicensed:bootleg #mamerom:ninjemak>youmab,e56c34a4fce4abde4391576bd928c8ed,c6e5fc8066ba170dd50a8a5e1479abdcfdbd98f1,65222d4d8bf35dc485eb8d5899208c8fb1c57e3a8f3f595ee56efabb6c206087,42c9157f4143def689e4c17a36a867c7a9018938f9a4bcaa79d3a9d8c4b74bd5b4edfa3ca66d7301806c2ec57dbb4135b29f5d72afcf2e80283a022690e353fb
Yōma Ninpō Chō,妖魔忍法帖,Yōma Ninpō Chō,妖魔忍法帖,youmaninpouchou,,1986,Nihon Bussan,Game Electronic,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v:action>runandgun #arcadeboard:nichibutsu #set:2 #search:tate>ccw #lang:en #unlicensed:bootleg #mamerom:ninjemak>youmab2,e56c34a4fce4abde4391576bd928c8ed,c6e5fc8066ba170dd50a8a5e1479abdcfdbd98f1,65222d4d8bf35dc485eb8d5899208c8fb1c57e3a8f3f595ee56efabb6c206087,42c9157f4143def689e4c17a36a867c7a9018938f9a4bcaa79d3a9d8c4b74bd5b4edfa3ca66d7301806c2ec57dbb4135b29f5d72afcf2e80283a022690e353fb
Yōma Ninpō Chō,妖魔忍法帖,Yōma Ninpō Chō,妖魔忍法帖,youmaninpouchou,Japan,1986-09,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #lang:en #alt #mamerom:ninjemak>youma2,e56c34a4fce4abde4391576bd928c8ed,c6e5fc8066ba170dd50a8a5e1479abdcfdbd98f1,65222d4d8bf35dc485eb8d5899208c8fb1c57e3a8f3f595ee56efabb6c206087,42c9157f4143def689e4c17a36a867c7a9018938f9a4bcaa79d3a9d8c4b74bd5b4edfa3ca66d7301806c2ec57dbb4135b29f5d72afcf2e80283a022690e353fb
Yōma Ninpō Chō,妖魔忍法帖,Yōma Ninpō Chō,妖魔忍法帖,youmaninpouchou,Japan,1986-09,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #lang:en #mamerom:ninjemak>youma,e56c34a4fce4abde4391576bd928c8ed,c6e5fc8066ba170dd50a8a5e1479abdcfdbd98f1,65222d4d8bf35dc485eb8d5899208c8fb1c57e3a8f3f595ee56efabb6c206087,42c9157f4143def689e4c17a36a867c7a9018938f9a4bcaa79d3a9d8c4b74bd5b4edfa3ca66d7301806c2ec57dbb4135b29f5d72afcf2e80283a022690e353fb
Ninja Emaki,=,Ninja Emaki,=,youmaninpouchou,USA,1986,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #lang:en #mameparent #mamerom:ninjemak,e56c34a4fce4abde4391576bd928c8ed,c6e5fc8066ba170dd50a8a5e1479abdcfdbd98f1,65222d4d8bf35dc485eb8d5899208c8fb1c57e3a8f3f595ee56efabb6c206087,42c9157f4143def689e4c17a36a867c7a9018938f9a4bcaa79d3a9d8c4b74bd5b4edfa3ca66d7301806c2ec57dbb4135b29f5d72afcf2e80283a022690e353fb
Ninja Emaki,=,Ninja Emaki,=,youmaninpouchou,Spain,1986,Nihon Bussan,Tecfri,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #lang:en #unlicensed:bootleg #mamerom:ninjemak>ninjemat,e56c34a4fce4abde4391576bd928c8ed,c6e5fc8066ba170dd50a8a5e1479abdcfdbd98f1,65222d4d8bf35dc485eb8d5899208c8fb1c57e3a8f3f595ee56efabb6c206087,42c9157f4143def689e4c17a36a867c7a9018938f9a4bcaa79d3a9d8c4b74bd5b4edfa3ca66d7301806c2ec57dbb4135b29f5d72afcf2e80283a022690e353fb
Yoshimoto Gekijō,吉本劇場,Mahjong Yoshimoto Gekijō,ま〜じゃん 吉本劇場,mahjongyoshimotogekijou,Japan,1994-05,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #based #lang:ja #mameparent #mamerom:yosimoto,3d2af9f5d9fd4137ecaf4566e0bf52b4,a67bc270c493ce415519870b3b39395b58f3b99f,1cf82e966d614415a32321d7c216124163679fcda3daca85220d83062f5a8692,588303cff286a261ebca21e2f685496545780f3523495875a17f8dca2eb3151b00e01b49f5e32cc733f82b89f964d5e30bc20e676011779f69f1c074d7484291
Mahjong Yoshimoto Gekijō Medal,ま〜じゃん 吉本劇場 メダル,Mahjong Yoshimoto Gekijō Medal,ま〜じゃん 吉本劇場 メダル,mahjongyoshimotogekijou,Japan,1994,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #based #lang:ja #mamerom:yosimoto>yosimotm,3d2af9f5d9fd4137ecaf4566e0bf52b4,a67bc270c493ce415519870b3b39395b58f3b99f,1cf82e966d614415a32321d7c216124163679fcda3daca85220d83062f5a8692,588303cff286a261ebca21e2f685496545780f3523495875a17f8dca2eb3151b00e01b49f5e32cc733f82b89f964d5e30bc20e676011779f69f1c074d7484291
